,id,taskid,type,name,description,scriptName ,tags,condition,scriptarguments,nexttasks,conditions
0,41,88612884-d640-4dd1-85f4-0daa684ecf99,title,Stop Detection Timer,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,42,b7d4e2cb-4d75-4c0d-8d87-732af590173e,title,Start Remediation Timer,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,43,f863f789-c46a-44e2-8d8b-02174df5010b,title,Stop Remediation Timer,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,0,32d25ab2-8fa5-46cd-82df-78dc402c0150,start,,,,,,,,
0,2,762b1bb7-43ba-455a-8b71-ccc7e58ab8f5,regular,Assign to analyst,Assign the incident to an analyst based on the analyst's organizational role.,,,,,,
0,6,5882f2a4-7949-4121-8dc6-09a44bc78a48,playbook,,,,,,,,
0,7,26ed9557-a1c3-433a-8614-94e6c671d9af,regular,Manually review the incident,Review the incident to determine if the email that the user reported is malicious.,,,,,,
0,8,ea1e91fd-530c-4f2e-859a-4a4bc3b321de,regular,Close investigation,Close the investigation.,,,,,,
0,11,6b039cde-c519-4ad2-83b7-17dbefb01c7b,title,Triage,,,,,,,
0,12,36ce6034-d509-405b-8e8d-4bef662e0709,regular,Store the email address of the reporting user,Store the email address of the user that reported the incident.,,,,,,
0,13,0bc7759d-f3bb-48f7-89cc-548cd6e63779,regular,Acknowledge incident was received,"Send an auto-response to user that reported the incident, informing them the incident was received and being handled.
",,,,,,
0,14,849b0463-ea4a-4860-86b5-825e5cda8a08,playbook,Email Address Enrichment - Generic,,,,,,,
0,15,f3ddd9af-36b1-44fb-8eaf-1a71be6b34fb,condition,Is the email malicious?,Determine if the email is malicious based on the calculated severity.,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,16,9fff2dfd-443c-4b97-8db1-22ff69f8360b,regular,Update  the user that the reported email is safe,Send an email to the user explaining that the email they reported is safe.,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,17,c0fd6e60-203b-4039-89f9-d34f4024d349,regular,Update  the user that the reported email is malicious,Send an email to the user explaining that the email they reported is malicious.,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,18,916bc6c8-6d46-4f04-8bd2-1152736b7984,title,Engage with User,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,22,ca065734-ff0b-4d84-8bfe-a93298bd34ab,playbook,Detonate File - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,25,fb79a97c-7e8d-4004-8a89-4297f9d0a9cf,playbook,Entity Enrichment - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,26,2cf1ade0-ab88-4dfd-819e-c134627edaf7,playbook,Process Email - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,27,d73d68a4-dff2-4cae-8645-972f9c328444,title,Remediate,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,28,6cc94de8-1f6c-4832-805b-43ec888fcf1b,playbook,Search And Delete Emails - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,29,e9a74030-baa8-43f9-8c35-54f8ae2d6b7b,title,Done,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,30,824c86e1-14a5-42cf-8516-e5f893558f09,title,Malicious,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,31,717e858d-5696-441b-8ff2-30f798cea618,title,Undetermined,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,33,1787361d-c8b7-4c66-89ac-9f90d340358b,condition,Is the email malicious?,Is the email that the user reported malicious?,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,34,4533b6d8-c08d-42c2-805a-e540762472fb,regular,Manually remediate  the incident,"Consider the following:
1. Search for and delete similar emails
2. Inform the organization about the threat
3. Hunt the relevant IOCs
4. Update proxies and firewalls as necessary
5. Block the malicious sender/ domain in the mail-gateway ",,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,35,524a2856-34ef-4752-862d-90daa98875ee,playbook,Extract Indicators From File - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,0,2294dbde-b75d-4632-8ca6-4ec42e2e7be9,start,,,,,,,,
0,2,dbc25dac-cf89-4d90-8ad4-94fac8d10b46,regular,Choose analyst,,,,,,,
0,6,10a9ba52-86fa-4604-8dea-1fa7045fd3f2,playbook,,,,,,,,
0,7,be3a4087-bfd2-4975-8549-5c631a0cfb6c,regular,Manually review the incident,,,,,,,
0,8,57fa5f68-9202-477a-81a7-ca2cf3e8d3e9,regular,Close investigation,,,,,,,
0,11,e723af07-00ee-4243-89ba-92f71164bc2f,title,Triage,,,,,,,
0,12,18628020-bfee-4826-8fd7-624d48981319,regular,Store the sending account,Store the sending account email address for further use,,,,,,
0,13,e34f4190-0c4e-4a70-8a7e-e2fa29177b84,regular,Auto-respond to acknowledge receipt,"Send an auto-response to the target telling them we are on it
",,,,,,
0,14,ab2a151b-758d-4581-84aa-4b5af80b681d,playbook,Email Address Enrichment - Generic,,,,,,,
0,15,407fc02c-9465-4a2e-84bf-b9d8b78b7b67,condition,Auto-respond to user based on incident severity,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,16,b8020e76-f23b-47ff-8bca-ab2726ec57eb,regular,Send email to user - email you reported is safe,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,17,dc6d53be-322c-42ef-86b3-43674b9dc3d8,regular,Send email to user - email you reported is malicious,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,18,9c7c8122-f72d-4410-8bc3-1cc1a64ddee6,title,Engage with User,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,19,c398e131-67cd-447e-8e8b-feb09501d5a4,playbook,Process Email - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,20,9ade9816-a5c9-4f6b-8252-351173d62086,playbook,Extract Indicators - Generic,Extract indicators from input data,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,21,d1d783fb-9d1d-4d5c-81ff-59866dfd2b4c,playbook,Entity Enrichment - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,22,42221d7f-3dda-45bd-80dd-ecebe1130872,playbook,Detonate File - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'number.greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,0,32d25ab2-8fa5-46cd-82df-78dc402c0150,start,,,,,,,,
0,2,17b50e98-fd3e-4410-80c7-a6095629096c,regular,Assign to analyst,Assign the incident to an analyst based on the analyst's organizational role.,,,,,,
0,6,5882f2a4-7949-4121-8dc6-09a44bc78a48,playbook,,,,,,,,
0,7,96f4ce72-93d9-45b9-8831-0cbda3396066,regular,Manually review the incident,Review the incident to determine if the email that the user reported is malicious.,,,,,,
0,8,0cead84c-7626-4cc0-839f-d1b8d5260b9c,regular,Close investigation,Close the investigation.,,,,,,
0,11,6b039cde-c519-4ad2-83b7-17dbefb01c7b,title,Triage,,,,,,,
0,12,40a1c30b-92a4-41fc-84f3-c8474693f931,regular,Store the email address of the reporting user,Store the email address of the user that reported the incident.,,,,,,
0,13,4aafb18b-b981-470e-864c-5caedb033ce0,regular,Acknowledge incident was received,"Send an auto-response to user that reported the incident, informing them the incident was received and being handled.
",,,,,,
0,14,849b0463-ea4a-4860-86b5-825e5cda8a08,playbook,Email Address Enrichment - Generic,,,,,,,
0,15,f3ddd9af-36b1-44fb-8eaf-1a71be6b34fb,condition,Is the email malicious?,Determine if the email is malicious based on the calculated severity.,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,16,79084bbf-1187-4b31-82f2-8b153a093a49,regular,Update  the user that the reported email is safe,Send an email to the user explaining that the email they reported is safe.,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,17,f7788586-5020-4246-8946-2021c76dc722,regular,Update  the user that the reported email is malicious,Send an email to the user explaining that the email they reported is malicious.,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,18,916bc6c8-6d46-4f04-8bd2-1152736b7984,title,Engage with User,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,22,ca065734-ff0b-4d84-8bfe-a93298bd34ab,playbook,Detonate File - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,25,fb79a97c-7e8d-4004-8a89-4297f9d0a9cf,playbook,Entity Enrichment - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,26,2cf1ade0-ab88-4dfd-819e-c134627edaf7,playbook,Process Email - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,27,d73d68a4-dff2-4cae-8645-972f9c328444,title,Remediate,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,28,6cc94de8-1f6c-4832-805b-43ec888fcf1b,playbook,Search And Delete Emails - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,29,e9a74030-baa8-43f9-8c35-54f8ae2d6b7b,title,Done,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,30,824c86e1-14a5-42cf-8516-e5f893558f09,title,Malicious,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,31,717e858d-5696-441b-8ff2-30f798cea618,title,Undetermined,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,33,f59a91ed-b686-4133-8f23-13338cff2d6e,condition,Is the email malicious?,Is the email that the user reported malicious?,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,34,17f0be59-6aff-4f12-829a-395597295427,regular,Manually remediate  the incident,"Consider the following:
1. Search for and delete similar emails
2. Inform the organization about the threat
3. Hunt the relevant IOCs
4. Update proxies and firewalls as necessary
5. Block the malicious sender/ domain in the mail-gateway ",,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,35,524a2856-34ef-4752-862d-90daa98875ee,playbook,Extract Indicators From File - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,36,9aff5a75-b7eb-410a-8751-6cc749dc9df5,condition,"Execute the ""Search and Delete"" sub-playbook?","Verify that the ""Search and Delete"" parameter is set to ""True""?",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.SearchAndDelete', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.SearchAndDelete'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,37,8277280f-0c19-4d99-85c9-39e19f60bc0d,condition,"Execute the ""Block Indicators"" sub-playbook?","Verify that the ""Block indicators"" parameter is set to ""True""?",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,38,2198ea9b-926d-4f25-829e-39c390771dfb,playbook,Block Indicators - Generic,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,0,44927568-9dcf-4acb-84c2-1466eb224729,start,,,,,,,,
0,2,c4e87e26-a8fc-473a-8f84-e63335a552e8,regular,Assign to analyst,Assign the incident to an analyst based on the analyst's organizational role.,,,,,,
0,6,c3cd10bc-d79e-4471-8b28-82613ac05418,playbook,,,,,,,,
0,7,89d7dd49-06a3-4397-8b72-f4428bf24805,regular,Manually review the incident,Review the incident to determine if the email that the user reported is malicious.,,,,,,
0,8,104d08e2-78ad-496f-81f6-f3ebe77f3b5a,regular,Close investigation,Close the investigation.,,,,,,
0,11,f90db644-38c8-4d31-840c-4b5b16069a33,title,Triage,,,,,,,
0,12,1a99d7e1-2c84-4d57-80be-0ec42482d952,regular,Store the email address of the reporting user,Store the email address of the user that reported the incident.,,,,,,
0,13,0f0f8a66-8f89-43fe-8e23-33d1d476c175,regular,Acknowledge incident was received,"Send an auto-response to user that reported the incident, informing them the incident was received and being handled.
",,,,,,
0,15,bd6e25bf-75cc-41b0-8f27-12b96b0f5ca4,condition,Is the email malicious?,Determine if the email is malicious based on the calculated severity.,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,16,ac0d8fe7-8ec0-49b8-8947-75d3bb87437c,regular,Update  the user that the reported email is safe,Send an email to the user explaining that the email they reported is safe.,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,17,3616a344-7c58-4ac0-86fe-bad84f58c2e2,regular,Update  the user that the reported email is malicious,Send an email to the user explaining that the email they reported is malicious.,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,18,a4de0c33-52a7-42d9-8e4d-1a753a62d20e,title,Engage With User,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,22,d24700ff-dc15-4f52-8faa-ab74f7d65ae3,playbook,Detonate File - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,26,87a23c95-84b5-4343-8a01-d70c6f97702a,playbook,Process Email - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,27,1b402b79-641b-4ac1-8124-80e939ae3bd4,title,Remediate,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,28,2f89f21c-0088-460a-81b2-b0c3f021b89c,playbook,Search And Delete Emails - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,29,8f9afe19-c4b2-4f86-8544-4fee8d8455d1,title,Done,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,30,50789baf-1476-467a-8386-0be463a4a460,title,Malicious,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,31,7d784d78-4fc1-4465-8a32-4c13aff74e60,title,Undetermined,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,33,6f2e21d2-2a93-433e-81f5-3c9abd359e95,condition,Is the email malicious?,Is the email that the user reported malicious?,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,34,536ca1cd-adbe-4db2-89c1-318be024fc3e,regular,Manually remediate  the incident,"Consider the following:
1. Search for and delete similar emails
2. Inform the organization about the threat
3. Hunt the relevant IOCs
4. Update proxies and firewalls as necessary
5. Block the malicious sender/ domain in the mail-gateway ",,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,35,cd577642-8baf-4aba-87d9-29f0366aa173,playbook,Extract Indicators From File - Generic,,,,,,,"{'label': 'Malicious ', 'condition': [[{'operator': 'greaterThanOrEqual', 'left': {'value': {'simple': 'incident.severity'}, 'iscontext': True}, 'right': {'value': {'simple': '2'}}}]]}"
0,36,eebcf7b0-41c8-4185-8fad-977de983ab65,condition,"Execute the ""Search and Delete"" sub-playbook?","Verify that the ""Search and Delete"" parameter is set to ""True""?",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.SearchAndDelete', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.SearchAndDelete'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,37,f6b138df-f341-4cc0-8b9a-7f4ba4a06c71,condition,"Execute the ""Block Indicators"" sub-playbook?","Verify that the ""Block indicators"" parameter is set to ""True""?",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,38,cfb76a8d-e926-41a3-8036-6d4d54abf96d,playbook,Block Indicators - Generic,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,39,5ff2d707-a036-4db0-8851-ed3ec61802db,title,Start Detection Timer,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,40,83e23120-b009-4565-8ab7-880b247aee16,title,Stop Detection Timer,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,41,88612884-d640-4dd1-85f4-0daa684ecf99,title,Stop Detection Timer,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,42,b7d4e2cb-4d75-4c0d-8d87-732af590173e,title,Start Remediation Timer,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,43,f863f789-c46a-44e2-8d8b-02174df5010b,title,Stop Remediation Timer,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,45,c8a03d03-5ffc-43db-88c0-c4d0e562e2c2,playbook,Email Address Enrichment - Generic v2,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,46,4ca9db3c-7a8c-46fc-8a7f-9a73e61fa542,playbook,Entity Enrichment - Phishing v2,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.BlockIndicators', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'inputs.BlockIndicators'}, 'iscontext': True}, 'right': {'value': {'simple': 'True'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,0,6def49b7-29f8-4905-8db0-6448936126ad,start,,,,,,,,
0,1,ab28c63c-ea49-480e-858b-c6537c5f11c0,regular,Populate indicators,Populate indicators by the PhishLabs IOC  global feed.,,,,,,
0,2,58403bf5-5825-4058-8c42-6cbfdb6caac2,regular,Close investigation,Close the current incident.,,,,,,
